"Variable","Definition","Values","Protocol"
"farm_a_2","Was the field cultivated during the Current or most recently completed Season?","{1: 'Yes', 2: 'No'}","Farm Field Soil Sampling and Processing"
"farm_a_3","Was one of ${country_name}’s major crops grown on this field during the current or most recently completed Season?","{1: 'Yes', 2: 'No'}","Farm Field Soil Sampling and Processing"
"farm_a_4",,,
"farm_a_5","Is this field eligible for testing for first field?","{1: 'Yes', 2: 'No'}","Farm Field Soil Sampling and Processing"
"farm_a_6","Is this field eligible for testing for second field?","{1: 'Yes', 2: 'No'}","Farm Field Soil Sampling and Processing"
"farm_b_8","What is the slope of the ${selected_first_field} field?","{1: 'Flat (Less than 8%)', 2: 'Moderate slope (8-22%)', 3: 'Steep slope (More than 22%) '}","Farm Field Soil Sampling and Processing"
"farm_b_8",,,
"farm_b_9","Are there visible signs of soil erosion (sheet, rill or gully) in ${selected_first_field}?","{1: 'None', 2: 'Slight', 3: 'Moderate', 4: 'Severe'}","Farm Field Soil Sampling and Processing"
"farm_b_9","What is the slope of the ${selected_second_field} field?","{1: 'Flat (Less than 8%)', 2: 'Moderate slope (8-22%)', 3: 'Steep slope (More than 22%) '}","Farm Field Soil Sampling and Processing"
"farm_b_9_a","Are there any erosion control/water harvesting facility? ${selected_first_field}?","{1: 'Yes', 2: 'No'}","Farm Field Soil Sampling and Processing"
"farm_b_9_a","Are there visible signs of soil erosion (sheet, rill or gully) in ${selected_second_field}?","{1: 'None', 2: 'Slight', 3: 'Moderate', 4: 'Severe'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b","Are there any erosion control/water harvesting facility? ${selected_second_field}?","{1: 'Yes', 2: 'No'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_1","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_1","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_2","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_2","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_3","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_3","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_4","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_4","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_5","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_5","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_6","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_6","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_7","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_7","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_8","What type of soil erosion /water harvesting facility is on the field? ${selected_first_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_9_b_8","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_10_01","Rooted plants - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_01","What type of soil erosion /water harvesting facility is on the field? ${selected_second_field}?","{1: 'Terraces', 2: 'Erosion Control Bunds', 3: 'Gabions / Sand Bags', 4: 'Vetiver Grass', 5: 'Tree Belts', 6: 'Water Harvest Bunds', 7: 'Drainage Ditches', 8: 'Dam'}","Farm Field Soil Sampling and Processing"
"farm_b_10_02","Litter cover - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_02","Rooted plants - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_03","Downed wood - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_03","Litter cover - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_04","Downed wood - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_04","Stone or gravel - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_05","Dung - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_05","Stone or gravel - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_06","Disturbed soil (generally means tilled) - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_06","Dung - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_07","Disturbed soil (generally means tilled) - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_07","Undisturbed, bare & porous soil - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_08","Undisturbed, bare & porous soil - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_08","Undisturbed, bare but sealed soil - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_09","Sodic soil - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_09","Undisturbed, bare but sealed soil - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_10","Microfloral crust - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_10","Sodic soil - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_11","Microfloral crust - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_11","Termite mound - What is the surface condition of ${selected_first_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farm_b_10_11","Termite mound - What is the surface condition pf ${selected_second_field}?","{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}","Farm Field Soil Sampling and Processing"
"farmlab_date","Date of weighing dried samples:",,
"farmlab_depth",,,
"farmlab_weight_moisture_bag","DRIED weight of soil moisture sample (BAG)",,"Farm Field Soil Sampling and Processing"
"farmlab_sample_weight_fine","Composite sample weight (FINE)",,"Farm Field Soil Sampling and Processing"
"farmlab_sample_weight_coarse","Composite sample weight (COARSE)",,"Farm Field Soil Sampling and Processing"
"farmproc_sample_date","Sample Date",,
"farmproc_soil_depth_class","Depth class",,
"farmproc_sample_depth_top","Top depth of the sample",,
"farmproc_sample_depth_bottom","Bottom depth of the sample",,
"farmproc_ssn","Depth ssn",,
"farmproc_acidified_carbon","Carbon content of acid treated sample to remove carbonates (% by weight)",,
"farmproc_acidified_nitrogen","Nitrogen content of acid treated sample to remove carbonates (% by weight)",,
"farmproc_clay_cnls","Clay content by wet sieving method (% by volume)",,
"farmproc_clay_icraf","Clay content of calgon dispersed particles after 4 minutes of ultrasonication (% by volume)",,
"farmproc_baseum","Sum of Mehlich-3 bases (Ca, Mg, K, Na) (cmolc kg^-1)",,
"farmproc_exacidity","Exchangeable Acidity (cmolc kg^-1)",,
"farmproc_ec","Soil electrical conductivity (soil: water ratio of 1:2 weight to volume basis) (dS m^-1)",,
"farmproc_exch_al","Exchangeable aluminium concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_ph","Soil pH in water (soil: water ratio of 1:2 weight to volume basis) (units)",,
"farmproc_psi","P sorption index (Bache and Williams 1971)",,
"farmproc_sand_cnls","Sand content by wet sieving method (% by volume)",,
"farmproc_sand_icraf","Sand content of calgon dispersed particles after 4 minutes of ultrasonication (% by volume)",,
"farmproc_silt_cnls","Silt content by wet sieving method (% by volume)",,
"farmproc_silt_icraf","Silt content of calgon dispersed particles after 4 minutes of ultrasonication (% by volume)",,
"farmproc_total_carbon","Total Carbon content (% by weight)",,
"farmproc_total_nitrogen","Total Nitrogen content (% by weight)",,
"farmproc_m3_al","Exchangeable aluminium concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_b","Boron concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_ca","Exchangeable calcium concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_cu","Copper concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_fe","Iron concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_k","Potassium concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_mg","Exchangeable Magnesium by wet method (mg kg^-1)",,
"farmproc_m3_mn","Exchangeable Manganese concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_na","Exchangeable Sodium concentration by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_p","Phosphorus by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_s","Sulphur by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_m3_zn","Zinc by Mehlich 3 extraction (mg kg^-1)",,
"farmproc_al","Aluminium total element concentration TXRF (mg kg^-1)",,
"farmproc_bi","Bismuth total element concentration TXRF (mg kg^-1)",,
"farmproc_br","Bromine total element concentration TXRF (mg kg^-1)",,
"farmproc_cl","Chlorine total element concentration TXRF (mg kg^-1)",,
"farmproc_cu","Copper total element concentration TXRF (mg kg^-1)",,
"farmproc_ga","Gallium total element concentration TXRF (mg kg^-1)",,
"farmproc_k","Potassium total element concentration TXRF (mg kg^-1)",,
"farmproc_la","Lanthanum total element concentration TXRF (mg kg^-1)",,
"farmproc_mg","Magnesium total element concentration TXRF (mg kg^-1)",,
"farmproc_na","Sodium total element concentration TXRF (mg kg^-1)",,
"farmproc_ni","Nickel total element concentration TXRF (mg kg^-1)",,
"farmproc_p","Phosphorus total element concentration TXRF (mg kg^-1)",,
"farmproc_pb","Lead total element concentration TXRF (mg kg^-1)",,
"farmproc_pr","Praseodymium total element concentration TXRF (mg kg^-1)",,
"farmproc_sc","Scandium total element concentration TXRF (mg kg^-1)",,
"farmproc_sm","Samarium total element concentration TXRF (mg kg^-1)",,
"farmproc_sr","Strontium total element concentration TXRF (mg kg^-1)",,
"farmproc_ta","Tantalum total element concentration TXRF (mg kg^-1)",,
"farmproc_th","Thorium total element concentration TXRF (mg kg^-1)",,
"farmproc_v","Vanadium total element concentration TXRF (mg kg^-1)",,
"farmproc_w","Tungsten total element concentration TXRF (mg kg^-1)",,
"farmproc_y","Yttrium total element concentration TXRF (mg kg^-1)",,
"farmproc_zn","Zinc total element concentration TXRF (mg kg^-1)",,
"farmproc_zr","Zirconium total element concentration TXRF (mg kg^-1)",,
"yield_a_1","Is this field size larger than 100 m²? (or 0.025 acres)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_2","Is MAIZE cultivated during the Current or most recently completed Season?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_2","Is MAIZE/ RICE PADDY cultivated during the Current or most recently completed Season?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_3","Is MAIZE cultivated during the Current or most recently completed Season?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_3","Is the MAIZE ready for harvest or at least 2 to 4 weeks before harvest? (ARE THE COBS MATURE?)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_3","Is the MAIZE/ RICE PADDY ready for harvest or at least 2 to 4 weeks before harvest? 
(ARE THE COBS/PANICLES MATURE?)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_3","Is the MAIZE/ RICE PADDY ready for harvest or at least 2 to 4 weeks before harvest? (ARE THE COBS/PANICLES MATURE?)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_3","Is the MAIZE/ RICE PADDY ready for harvest or at least 2 to 4 weeks before harvest?
(ARE THE COBS/PANICLES MATURE?)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_3","the MAIZE/ RICE PADDY ready for harvest or at least 2 to 4 weeks before harvest? (ARE THE COBS/PANICLES MATURE?)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_5","Is this field eligible for YIELD MEASUREMENT? (first field)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_a_6","Is this field eligible for YIELD MEASUREMENT? (second field)","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_103","What is the name of the variety?",,"Yields Sampling"
"yield_b_103_a","What type of seed did you use? (SELECT ONE)","{1: 'Traditional, local seeds', 2: 'Purchased improved seeds', 3: 'Saved improved seeds', 90: ""Don't Know""}","Yields Sampling"
"yield_b_106","What was the planting date?",,"Yields Sampling"
"yield_b_107","Did you use any INORGANIC/MINERAL FERTILIZER on this plot during the past/current season?","{1: 'Yes', 2: 'No'}","Yields Sampling"
"yield_b_109","What is the type of INORGANIC/MINERAL fertilizer you used on this field? (SELECT ONE)","{1: 'DiAmmonium Phosphate (DAP)', 2: 'Urea', 3: 'Triple super phosphate (TSP)', 4: 'Calcium ammonium nitrate (CAN)', 5: 'Sulphate of Ammonium (SA)', 6: 'Nitrogen Phosphate Potassium (NPK)', 7: 'Rock Phosphate (MRP)[MINJINGU]'}","Yields Sampling"
