"Variable","Definition","Values","Protocol"
"hh_hv2_13","If you could no longer collect Wild insects, would you be willing to purchase them at the market? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Yes', 2: 'No'}","Household Survey"
"hh_hv2_13","If you could no longer collect Wild meat, would you be willing to purchase them at the market? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Yes', 2: 'No'}","Household Survey"
"hh_hv2_14","How much would you be willing to spend on Building materials (e.g. wood that is not used as a fuel source) ? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on Fish? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on Honey? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on Items for special ceremonies ? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on Medicinal plants? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on Nuts or seeds ? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on other items? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on Wild insects? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_14","How much would you be willing to spend on Wild meat? - Now Enter data from the HV2: NATURAL RESOURCE BASE section",,"Household Survey"
"hh_hv2_15","How has the availability of Building materials (e.g. wood that is not used as a fuel source)  changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of Fish over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of Honey changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of Items for special ceremonies changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of Medicinal plants changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of Nuts or seeds changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of other items changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of Wild insects changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
"hh_hv2_15","How has the availability of Wild meat changed over the past 5 years? - Now Enter data from the HV2: NATURAL RESOURCE BASE section","{1: 'Declined', 2: 'About The Same', 3: 'Increased'}","Household Survey"
